1,84,3.516144083927624,881251793
1,87,3.426614760851428,881251955
1,180,3.5675482328863124,881251728
1,290,3.521562868848574,881250949
1,364,4.150744626585335,881252172
1,366,3.6681670976875087,881251955
1,432,3.700742055456129,881251793
1,650,3.9131611811557963,881251702
1,673,3.47864741005316,881251601
1,752,3.1847924632120974,881251045
2,49,3.680631172775988,891719775
2,341,3.4700703709084135,879024459
2,365,3.7745437615482262,879023073
2,400,3.0946204303624576,879023556
2,465,3.2883054610661437,879024345
2,528,3.425879105916856,879023882
2,560,3.6528228952362305,879023751
2,573,3.2874145136420547,879024212
2,578,3.5479331137672463,891719774
2,669,3.5125524445110976,879024099
3,83,3.280476555462472,878887810
3,103,4.298980149984071,878887680
3,148,2.654841070471634,878887925
3,289,3.9760659857503233,878886682
3,304,2.961475144892306,878886845
3,312,4.309894634152456,878887765
3,348,4.3127089734775925,878886479
3,404,3.3649027479000018,878887925
3,469,2.3845870695674156,878887377
3,996,2.3514770206291264,878887598
4,13,3.6183681260817853,880604379
4,228,3.52834436136153,880606947
4,297,3.4056049368588317,880607269
4,318,3.9768795330078435,880605869
4,329,3.1499675188568457,880607489
4,436,3.4847958897172653,880604004
4,450,3.6662257427380855,880606243
4,733,3.5895263809748585,880601937
4,775,3.4596715327236085,880605333
4,1019,3.343742640319128,880607878
5,52,3.8176376793754265,886397723
5,96,3.4340136276006823,886397596
5,158,4.767917940860233,886397562
5,176,3.6512606229869333,886397751
5,262,4.179640879052361,886397665
5,266,3.621478003547909,886397802
5,290,4.4628677287932375,886397562
5,326,3.8746716047792598,886397478
5,669,3.428926789727814,886397827
5,986,2.806450603735466,886397905
6,104,4.023542837300146,884183952
6,157,4.363245003789566,884182685
6,162,4.3866044042178896,884124993
6,175,4.391599532798631,884125441
6,276,4.364075507481474,884127690
6,360,4.387675157113705,884183063
6,507,4.355040424518913,884182966
6,696,4.241459328115353,884183833
6,936,4.070502288636155,884125629
6,1003,3.8183833050678206,884126805
7,50,4.315321800525476,881171982
7,139,3.8956891282681037,881171558
7,146,4.1870336009059805,881172117
7,161,4.09801089958844,881171558
7,355,3.463194447030469,881171558
7,409,3.9814853422087606,881171273
7,525,4.288430217758996,881172303
7,731,4.243541994098694,881171137
7,817,4.0217738775614515,881172183
7,1124,3.926922234267263,881171982
8,69,4.09565323469374,891628019
8,167,4.2397539834616955,891628252
8,175,4.306592387656745,891628122
8,190,4.129635200382166,891628060
8,257,4.131118329226113,891628341
8,348,4.196234238739397,891628598
8,477,3.7704334721767654,891628578
8,483,4.182224819099086,891628278
8,695,4.144404865095814,891628451
8,730,3.871472827194417,891628341
9,32,3.6144887004370867,886322560
9,67,3.710496348476949,886323090
9,181,3.6781260613217004,886323189
9,185,3.3938731100973927,886308111
9,201,3.6752528900360857,886322560
9,278,3.696688196502841,886322893
9,326,3.591121828264449,886308168
9,493,3.6615509051945945,886323966
9,681,3.3674969800082124,886307860
9,691,3.4944562911462196,886323839
10,112,3.9280064929674463,883602174
10,126,4.07004356264106,883601053
10,134,3.9615376590673046,883599249
10,180,3.8873259715121504,883602690
10,228,3.279798097424687,883602174
10,360,3.959051902460974,883600914
10,688,3.8582770025600523,883602283
10,692,3.2385001850333954,883268430
10,747,3.502650585497877,883602690
10,983,3.97536077928815,883601365
11,53,3.833957081482106,879372418
11,94,3.90509295815871,879373849
11,241,3.970647979473641,879374706
11,243,3.639189709523335,879372277
11,298,3.9666939495136586,879373613
11,433,3.4683900874577156,879372634
11,666,3.8086187378891965,879372480
11,668,3.0487395577107548,879375738
11,845,3.0581475328061853,879375196
11,896,2.6340564406146134,879375762
12,25,3.985121981686819,876521699
